Unit,Unit Type,SqFt,Renewal/Trade Out ,Lease Start Dates,Market Rent at Lease Execution,Prior Rent LER,New LER,Prior Rent LER SqFt,$/mo,Renewed LER SqFt,$ psf/mo,
1206,A1FC0E71,870,New,6/18/2021,"$1,894.00","$1,600.00","$1,600.00", $1.84 , $-   , $1.84 , $-   ,
1317,A1GC0E71,1137,New,6/18/2021,"$2,007.00",$837.50,$837.50, $0.74 , $-   , $0.74 , $-   ,
1001,B2AC0E71,1041,New,6/18/2021,"$2,091.00","$1,912.00","$1,912.00", $1.84 , $-   , $1.84 , $-   ,
1007,A1AC0E71,732,New,6/18/2021,"$1,792.00","$1,460.00","$1,460.00", $1.99 , $-   , $1.99 , $-   ,
1405,A1BC0E71,746,New,6/18/2021,"$1,780.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1407,A1AC0E71,732,New,6/18/2021,"$1,792.00","$1,460.00","$1,460.00", $1.99 , $-   , $1.99 , $-   ,
1104,A1EC0E71,858,New,6/18/2021,"$1,882.00","$1,575.00","$1,575.00", $1.84 , $-   , $1.84 , $-   ,
1309,A1BC0E71,746,New,6/18/2021,"$1,780.00","$1,525.00","$1,525.00", $2.04 , $-   , $2.04 , $-   ,
1406,A1FC0E71,870,New,6/18/2021,"$1,894.00","$1,600.00","$1,600.00", $1.84 , $-   , $1.84 , $-   ,
1524,B2IC0E71,1207,New,6/18/2021,"$2,372.00","$2,100.00","$2,100.00", $1.74 , $-   , $1.74 , $-   ,
1523,B2BC0E71,1087,New,6/18/2021,"$2,207.00","$1,965.00","$1,965.00", $1.81 , $-   , $1.81 , $-   ,
1109,A1BC0E71,746,New,6/18/2021,"$1,780.00","$1,500.00","$1,500.00", $2.01 , $-   , $2.01 , $-   ,
1205,A1BC0E71,746,New,6/18/2021,"$1,780.00","$1,350.00","$1,350.00", $1.81 , $-   , $1.81 , $-   ,
1318,B2JC0E71,1479,New,6/18/2021,"$2,612.00","$2,285.00","$2,285.00", $1.54 , $-   , $1.54 , $-   ,
1103,A1BC0E71,746,New,6/18/2021,"$1,780.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1417,A1GC0E71,1137,New,6/18/2021,"$2,007.00","$1,675.00","$1,675.00", $1.47 , $-   , $1.47 , $-   ,
1515,A1CC0E71,815,New,6/18/2021,"$1,832.00","$1,500.00","$1,500.00", $1.84 , $-   , $1.84 , $-   ,
1005,A1BC0E71,746,New,6/18/2021,"$1,730.00","$1,525.00","$1,525.00", $2.04 , $-   , $2.04 , $-   ,
1402,B2AC0E71,1041,New,6/19/2021,"$2,091.00","$1,912.00","$1,912.00", $1.84 , $-   , $1.84 , $-   ,
1203,A1BC0E71,746,New,6/19/2021,"$1,780.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1221,A1FC0E71,870,New,6/19/2021,"$1,934.00","$1,620.00","$1,620.00", $1.86 , $-   , $1.86 , $-   ,
1409,A1BC0E71,746,New,6/19/2021,"$1,780.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1106,A1CC0E71,815,New,6/20/2021,"$1,792.00","$1,670.00","$1,670.00", $2.05 , $-   , $2.05 , $-   ,
1207,A1AC0E71,732,New,6/20/2021,"$1,842.00","$1,410.00","$1,410.00", $1.93 , $-   , $1.93 , $-   ,
1209,A1BC0E71,746,New,6/21/2021,"$1,780.00","$1,400.00","$1,400.00", $1.88 , $-   , $1.88 , $-   ,
1424,B2IC0E71,1207,New,6/21/2021,"$2,322.00","$2,100.00","$2,100.00", $1.74 , $-   , $1.74 , $-   ,
1408,B2BC0E71,1087,New,6/21/2021,"$2,117.00","$1,960.00","$1,960.00", $1.80 , $-   , $1.80 , $-   ,
1208,B2BC0E71,1087,New,6/23/2021,"$2,167.00","$1,960.00","$1,960.00", $1.80 , $-   , $1.80 , $-   ,
1222,A1BC0E71,746,New,6/24/2021,"$1,800.00","$1,670.00","$1,670.00", $2.24 , $-   , $2.24 , $-   ,
1513,B2FC0E71,1137,New,6/25/2021,"$2,247.00","$2,020.00","$2,020.00", $1.78 , $-   , $1.78 , $-   ,
1311,A1BC0E71,746,New,6/25/2021,"$1,730.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1526,B2AC0E71,1041,New,6/26/2021,"$2,091.00","$1,912.00","$1,912.00", $1.84 , $-   , $1.84 , $-   ,
1323,B2BC0E71,1087,New,6/26/2021,"$2,207.00","$1,965.00","$1,965.00", $1.81 , $-   , $1.81 , $-   ,
1315,A1CC0E71,815,New,6/26/2021,"$1,832.00","$1,555.00","$1,555.00", $1.91 , $-   , $1.91 , $-   ,
1425,B2AC0E71,1041,New,6/27/2021,"$2,131.00","$1,912.00","$1,912.00", $1.84 , $-   , $1.84 , $-   ,
1307,A1AC0E71,732,New,6/28/2021,"$1,842.00","$1,460.00","$1,460.00", $1.99 , $-   , $1.99 , $-   ,
1518,B2JC0E71,1479,New,6/28/2021,"$2,612.00","$2,285.00","$2,285.00", $1.54 , $-   , $1.54 , $-   ,
1306,A1FC0E71,870,New,6/29/2021,"$1,894.00","$1,600.00","$1,600.00", $1.84 , $-   , $1.84 , $-   ,
1102,B2AC0E71,1041,New,6/30/2021,"$2,041.00","$1,972.00","$1,972.00", $1.89 , $-   , $1.89 , $-   ,
1201,B2AC0E71,1041,New,6/30/2021,"$2,041.00","$1,947.00","$1,947.00", $1.87 , $-   , $1.87 , $-   ,
1310,B2BC0E71,1087,New,7/1/2021,"$2,167.00","$1,925.00","$1,925.00", $1.77 , $-   , $1.77 , $-   ,
1403,A1BC0E71,746,New,7/1/2021,"$1,780.00","$1,450.00","$1,450.00", $1.94 , $-   , $1.94 , $-   ,
1416,B2HC0E71,1201,New,7/1/2021,"$2,467.00","$2,180.00","$2,180.00", $1.82 , $-   , $1.82 , $-   ,
1423,B2BC0E71,1087,New,7/1/2021,"$2,157.00","$1,965.00","$1,965.00", $1.81 , $-   , $1.81 , $-   ,
1108,B2BC0E71,1087,New,7/1/2021,"$2,117.00","$1,985.00","$1,985.00", $1.83 , $-   , $1.83 , $-   ,
1322,B2DC0E71,1109,New,7/1/2021,"$2,197.00","$1,950.00","$1,950.00", $1.76 , $-   , $1.76 , $-   ,
1517,A1GC0E71,1137,New,7/1/2021,"$2,007.00","$1,675.00","$1,675.00", $1.47 , $-   , $1.47 , $-   ,
1413,B2FC0E71,1137,New,7/2/2021,"$2,247.00","$2,055.00","$2,055.00", $1.81 , $-   , $1.81 , $-   ,
1204,B2IC0E71,1207,New,7/3/2021,"$2,302.00","$2,115.00","$2,115.00", $1.75 , $-   , $1.75 , $-   ,
1414,B2HC0E71,1201,New,7/3/2021,"$2,417.00","$2,125.00","$2,125.00", $1.77 , $-   , $1.77 , $-   ,
1404,B2HC0E71,1201,New,7/7/2021,"$2,352.00","$2,190.00","$2,190.00", $1.82 , $-   , $1.82 , $-   ,
1422,B2DC0E71,1109,New,7/7/2021,"$2,197.00","$2,080.00","$2,080.00", $1.88 , $-   , $1.88 , $-   ,
1415,A1CC0E71,815,New,7/14/2021,"$1,832.00","$1,555.00","$1,555.00", $1.91 , $-   , $1.91 , $-   ,
1516,B2HC0E71,1201,New,7/15/2021,"$2,417.00","$2,065.00","$2,065.00", $1.72 , $-   , $1.72 , $-   ,
1313,B2FC0E71,1137,New,7/16/2021,"$2,197.00","$2,055.00","$2,055.00", $1.81 , $-   , $1.81 , $-   ,
1521,A1FC0E71,870,New,7/16/2021,"$1,884.00","$1,645.00","$1,645.00", $1.89 , $-   , $1.89 , $-   ,
1304,B2IC0E71,1207,New,7/17/2021,"$2,302.00","$2,080.00","$2,080.00", $1.72 , $-   , $1.72 , $-   ,
1105,A1BC0E71,746,New,7/17/2021,"$1,730.00","$1,511.67","$1,511.67", $2.03 , $(0.00), $2.03 , $(0.00),
1009,A1BC0E71,746,New,7/17/2021,"$1,780.00","$1,525.00","$1,525.00", $2.04 , $-   , $2.04 , $-   ,
1522,B2DC0E71,1109,New,7/19/2021,"$2,247.00","$2,080.00","$2,080.00", $1.88 , $-   , $1.88 , $-   ,
1101,B2AC0E71,1041,New,7/19/2021,"$2,091.00","$1,972.00","$1,972.00", $1.89 , $-   , $1.89 , $-   ,
1512,B2HC0E71,1201,New,7/19/2021,"$2,467.00","$1,424.00","$1,423.93", $1.19 , $(0.07), $1.19 , $(0.00),
1312,B2HC0E71,1201,New,7/19/2021,"$2,467.00","$2,275.00","$2,275.00", $1.89 , $-   , $1.89 , $-   ,
1107,A1AC0E71,732,New,7/19/2021,"$1,842.00","$1,460.00","$1,460.00", $1.99 , $-   , $1.99 , $-   ,
1421,A1FC0E71,870,New,7/21/2021,"$1,884.00","$1,760.00","$1,760.00", $2.02 , $-   , $2.02 , $-   ,
1125,B2AC0E71,1041,New,7/21/2021,"$2,131.00","$2,087.00","$2,087.00", $2.00 , $-   , $2.00 , $-   ,
1418,B2JC0E71,1479,New,7/22/2021,"$2,612.00","$2,285.00","$2,285.00", $1.54 , $-   , $1.54 , $-   ,
1123,B2BC0E71,1087,New,7/23/2021,"$2,157.00","$2,025.00","$2,025.00", $1.86 , $-   , $1.86 , $-   ,
1223,B2BC0E71,1087,New,7/23/2021,"$2,157.00","$1,912.00","$1,912.00", $1.76 , $-   , $1.76 , $-   ,
1225,B2AC0E71,1041,New,7/25/2021,"$2,081.00","$1,952.00","$1,952.00", $1.88 , $-   , $1.88 , $-   ,
1110,B2BC0E71,1087,New,7/31/2021,"$2,117.00","$2,236.15","$2,236.15", $2.06 , $0.00 , $2.06 , $0.00 ,
1316,B2HC0E71,1201,New,7/31/2021,"$2,467.00","$2,275.00","$2,275.00", $1.89 , $-   , $1.89 , $-   ,
1321,A1FC0E71,870,New,8/1/2021,"$1,884.00","$1,489.23","$1,489.23", $1.71 , $0.00 , $1.71 , $0.00 ,
1411,A1BC0E71,746,New,8/1/2021,"$1,780.00","$1,256.67","$1,256.67", $1.68 , $(0.00), $1.68 , $(0.00),
1410,B2BC0E71,1087,New,8/1/2021,"$2,117.00","$1,787.00","$1,786.50", $1.64 , $(0.50), $1.64 , $(0.00),
1324,B2HC0E71,1201,New,8/5/2021,"$2,487.00","$1,844.62","$1,844.62", $1.54 , $(0.00), $1.54 , $(0.00),
1303,A1BC0E71,746,New,8/7/2021,"$1,780.00","$1,607.69","$1,607.69", $2.16 , $0.00 , $2.16 , $0.00 ,
1226,B2AC0E71,1041,New,8/12/2021,"$2,041.00","$1,859.00","$1,859.00", $1.79 , $-   , $1.79 , $-   ,
1412,B2HC0E71,1201,New,8/14/2021,"$2,417.00","$1,988.46","$1,988.46", $1.66 , $0.00 , $1.66 , $0.00 ,
1224,B2IC0E71,1207,New,8/19/2021,"$2,372.00","$2,100.00","$2,100.00", $1.74 , $-   , $1.74 , $-   ,
1420,B2CC0E71,1097,New,8/20/2021,"$2,172.00","$2,056.73","$2,056.73", $1.87 , $0.00 , $1.87 , $0.00 ,
1211,A1BC0E71,746,New,8/27/2021,"$1,780.00","$1,282.69","$1,282.69", $1.72 , $0.00 , $1.72 , $0.00 ,
2523,A1FC0E71,870,New,9/1/2021,"$1,894.00","$1,130.00","$1,130.00", $1.30 , $-   , $1.30 , $-   ,
2204,B2BC0E71,1087,New,9/1/2021,"$2,182.00","$1,713.46","$1,713.46", $1.58 , $0.00 , $1.58 , $0.00 ,
2208,B2BC0E71,1087,New,9/1/2021,"$2,182.00","$1,791.35","$1,791.35", $1.65 , $(0.00), $1.65 , $(0.00),
2315,A1DC0E71,834,New,9/1/2021,"$1,782.00","$1,430.00","$1,430.00", $1.71 , $-   , $1.71 , $-   ,
2411,B2IC0E71,1207,New,9/1/2021,"$2,302.00","$1,749.23","$1,749.23", $1.45 , $0.00 , $1.45 , $0.00 ,
2504,B2BC0E71,1087,New,9/1/2021,"$2,147.00","$1,662.69","$1,662.69", $1.53 , $0.00 , $1.53 , $0.00 ,
2513,B2CC0E71,1097,New,9/1/2021,"$2,152.00","$1,720.23","$1,720.23", $1.57 , $0.00 , $1.57 , $0.00 ,
2520,B2DC0E71,1109,New,9/1/2021,"$2,227.00","$1,700.77","$1,700.77", $1.53 , $(0.00), $1.53 , $(0.00),
2207,A1AC0E71,732,New,9/1/2021,"$1,842.00","$1,235.38","$1,235.38", $1.69 , $0.00 , $1.69 , $0.00 ,
2516,A1BC0E71,746,New,9/1/2021,"$1,760.00","$1,336.92","$1,336.92", $1.79 , $0.00 , $1.79 , $0.00 ,
2320,B2DC0E71,1109,New,9/1/2021,"$2,227.00","$1,844.42","$1,844.42", $1.66 , $0.00 , $1.66 , $0.00 ,
2421,A1DC0E71,834,New,9/1/2021,"$1,782.00","$1,430.00","$1,430.00", $1.71 , $-   , $1.71 , $-   ,
2506,B2CC0E71,1097,New,9/1/2021,"$2,182.00","$1,665.23","$1,665.23", $1.52 , $0.00 , $1.52 , $0.00 ,
2524,B2CC0E71,1097,New,9/1/2021,"$2,102.00","$1,743.08","$1,743.08", $1.59 , $(0.00), $1.59 , $(0.00),
2307,A1AC0E71,732,New,9/1/2021,"$1,842.00","$1,256.54","$1,256.54", $1.72 , $(0.00), $1.72 , $(0.00),
2508,B2BC0E71,1087,New,9/1/2021,"$2,197.00","$1,662.69","$1,662.69", $1.53 , $0.00 , $1.53 , $0.00 ,
2503,A1BC0E71,746,New,9/1/2021,"$1,730.00","$1,300.00","$1,300.00", $1.74 , $-   , $1.74 , $-   ,
2414,B2CC0E71,1097,New,9/1/2021,"$2,182.00","$1,746.33","$1,746.33", $1.59 , $0.00 , $1.59 , $0.00 ,
2408,B2BC0E71,1087,New,9/2/2021,"$2,197.00","$2,040.00","$2,040.00", $1.88 , $-   , $1.88 , $-   ,
2522,A1BC0E71,746,New,9/2/2021,"$1,780.00","$1,425.00","$1,425.00", $1.91 , $-   , $1.91 , $-   ,
2226,B2EC0E71,1132,New,9/2/2021,"$2,152.00","$1,866.54","$1,866.54", $1.65 , $(0.00), $1.65 , $(0.00),
2318,B2EC0E71,1132,New,9/2/2021,"$2,152.00","$1,679.62","$1,679.62", $1.48 , $(0.00), $1.48 , $(0.00),
2511,B2IC0E71,1207,New,9/2/2021,"$2,352.00","$1,870.00","$1,870.00", $1.55 , $-   , $1.55 , $-   ,
2311,B2IC0E71,1207,New,9/2/2021,"$2,302.00","$1,876.33","$1,876.33", $1.55 , $0.00 , $1.55 , $0.00 ,
2206,B2CC0E71,1097,New,9/3/2021,"$2,217.00","$1,798.08","$1,798.08", $1.64 , $(0.00), $1.64 , $(0.00),
2404,B2BC0E71,1087,New,9/3/2021,"$2,197.00","$1,628.85","$1,628.85", $1.50 , $(0.00), $1.50 , $(0.00),
2304,B2BC0E71,1087,New,9/8/2021,"$2,117.00","$1,637.31","$1,637.31", $1.51 , $(0.00), $1.51 , $(0.00),
2313,B2CC0E71,1097,New,9/8/2021,"$2,152.00","$1,699.71","$1,699.71", $1.55 , $0.00 , $1.55 , $0.00 ,
2410,B2BC0E71,1087,New,9/9/2021,"$2,147.00","$1,840.00","$1,840.00", $1.69 , $-   , $1.69 , $-   ,
2324,B2CC0E71,1097,New,9/10/2021,"$2,102.00","$1,854.00","$1,854.00", $1.69 , $-   , $1.69 , $-   ,
2210,B2BC0E71,1087,New,9/11/2021,"$2,182.00","$1,848.85","$1,848.85", $1.70 , $(0.00), $1.70 , $(0.00),
2201,B2AC0E71,1041,New,9/13/2021,"$2,091.00","$1,425.33","$1,425.33", $1.37 , $0.00 , $1.37 , $0.00 ,
1401,B2AC0E71,1041,New,9/13/2021,"$2,091.00","$1,647.46","$1,647.46", $1.58 , $0.00 , $1.58 , $0.00 ,
2420,B2DC0E71,1109,New,9/14/2021,"$2,227.00","$1,806.54","$1,806.54", $1.63 , $(0.00), $1.63 , $(0.00),
2510,B2BC0E71,1087,New,9/14/2021,"$2,147.00","$1,683.85","$1,683.85", $1.55 , $(0.00), $1.55 , $(0.00),
2215,A1DC0E71,834,New,9/15/2021,"$1,782.00","$1,517.12","$1,517.12", $1.82 , $(0.00), $1.82 , $(0.00),
2213,B2CC0E71,1097,New,9/15/2021,"$2,152.00","$1,743.08","$1,743.08", $1.59 , $(0.00), $1.59 , $(0.00),
1514,B2HC0E71,1201,New,9/17/2021,"$2,467.00","$2,100.96","$2,100.96", $1.75 , $0.00 , $1.75 , $0.00 ,
2310,B2BC0E71,1087,New,9/18/2021,"$2,167.00","$1,835.58","$1,835.58", $1.69 , $(0.00), $1.69 , $(0.00),
1305,A1BC0E71,746,New,9/18/2021,"$1,780.00","$1,684.62","$1,684.62", $2.26 , $(0.00), $2.26 , $(0.00),
2326,B2EC0E71,1132,New,9/19/2021,"$2,152.00","$1,947.69","$1,947.69", $1.72 , $0.00 , $1.72 , $0.00 ,
2309,A1BC0E71,746,New,9/19/2021,"$1,780.00","$1,614.42","$1,614.42", $2.16 , $0.00 , $2.16 , $0.00 ,
2413,B2CC0E71,1097,New,9/20/2021,"$2,152.00","$1,901.54","$1,901.54", $1.73 , $(0.00), $1.73 , $(0.00),
2507,A1AC0E71,732,New,9/20/2021,"$1,842.00","$1,291.54","$1,291.54", $1.76 , $(0.00), $1.76 , $(0.00),
1325,B2AC0E71,1041,New,9/21/2021,"$2,131.00","$1,846.19","$1,846.19", $1.77 , $0.00 , $1.77 , $0.00 ,
2514,B2CC0E71,1097,New,9/23/2021,"$2,182.00","$1,929.23","$1,929.23", $1.76 , $0.00 , $1.76 , $0.00 ,
2203,A1BC0E71,746,New,9/24/2021,"$1,730.00","$1,614.42","$1,614.42", $2.16 , $0.00 , $2.16 , $0.00 ,
1520,B2GC0E71,1153,New,9/24/2021,"$2,392.00","$2,123.08","$2,123.08", $1.84 , $(0.00), $1.84 , $(0.00),
2515,A1DC0E71,834,New,9/24/2021,"$1,832.00","$1,450.77","$1,450.77", $1.74 , $(0.00), $1.74 , $(0.00),
2221,A1DC0E71,834,New,9/24/2021,"$1,782.00","$1,600.67","$1,600.67", $1.92 , $(0.00), $1.92 , $(0.00),
2509,A1BC0E71,746,New,9/25/2021,"$1,730.00","$1,629.46","$1,629.46", $2.18 , $0.00 , $2.18 , $0.00 ,
2526,B2EC0E71,1132,New,9/27/2021,"$2,202.00","$1,800.19","$1,800.19", $1.59 , $0.00 , $1.59 , $0.00 ,
2225,B2AC0E71,1041,New,9/28/2021,"$2,041.00","$1,877.15","$1,877.15", $1.80 , $0.00 , $1.80 , $0.00 ,
1525,B2AC0E71,1041,New,9/30/2021,"$2,111.00","$1,939.08","$1,939.08", $1.86 , $(0.00), $1.86 , $(0.00),
2518,B2EC0E71,1132,New,10/1/2021,"$2,232.00","$2,165.00","$2,165.00", $1.91 , $-   , $1.91 , $-   ,
2321,A1DC0E71,834,New,10/1/2021,"$1,832.00","$1,561.35","$1,561.35", $1.87 , $(0.00), $1.87 , $(0.00),
2521,A1DC0E71,834,New,10/1/2021,"$1,782.00","$1,356.33","$1,356.33", $1.63 , $0.00 , $1.63 , $0.00 ,
2205,A1BC0E71,746,New,10/2/2021,"$1,730.00","$1,687.50","$1,687.50", $2.26 , $-   , $2.26 , $-   ,
2418,B2EC0E71,1132,New,10/4/2021,"$2,182.00","$1,937.31","$1,937.31", $1.71 , $(0.00), $1.71 , $(0.00),
2505,A1BC0E71,746,New,10/6/2021,"$1,730.00","$1,438.46","$1,438.46", $1.93 , $0.00 , $1.93 , $0.00 ,
1308,B2BC0E71,1087,New,10/8/2021,"$2,117.00","$1,800.19","$1,800.19", $1.66 , $0.00 , $1.66 , $0.00 ,
2224,B2CC0E71,1097,New,10/9/2021,"$2,102.00","$1,866.54","$1,866.54", $1.70 , $(0.00), $1.70 , $(0.00),
2425,B2AC0E71,1041,New,10/9/2021,"$2,091.00","$1,837.85","$1,837.85", $1.77 , $(0.00), $1.77 , $(0.00),
2424,B2CC0E71,1097,New,10/15/2021,"$2,102.00","$1,866.54","$1,866.54", $1.70 , $(0.00), $1.70 , $(0.00),
1426,B2AC0E71,1041,New,10/15/2021,"$2,091.00","$1,861.71","$1,861.71", $1.79 , $0.00 , $1.79 , $0.00 ,
2223,A1CC0E71,815,New,10/15/2021,"$1,792.00","$1,555.67","$1,555.67", $1.91 , $(0.00), $1.91 , $(0.00),
2111,A1EC0E71,858,New,10/26/2021,"$1,947.00","$1,830.00","$1,830.00", $2.13 , $-   , $2.13 , $-   ,
1302,B2AC0E71,1041,New,10/29/2021,"$2,041.00","$2,088.46","$2,088.46", $2.01 , $0.00 , $2.01 , $0.00 ,
2406,B2CC0E71,1097,New,11/1/2021,"$2,182.00","$1,907.73","$1,907.73", $1.74 , $0.00 , $1.74 , $0.00 ,
2308,B2BC0E71,1087,New,11/1/2021,"$2,117.00","$1,910.50","$1,910.50", $1.76 , $-   , $1.76 , $-   ,
2415,A1DC0E71,834,New,11/8/2021,"$1,782.00","$1,583.08","$1,583.08", $1.90 , $(0.00), $1.90 , $(0.00),
2407,A1AC0E71,732,New,11/13/2021,"$1,842.00","$1,277.50","$1,277.50", $1.75 , $-   , $1.75 , $-   ,
2323,A1FC0E71,870,New,11/22/2021,"$1,894.00","$1,680.00","$1,680.00", $1.93 , $-   , $1.93 , $-   ,
2306,B2CC0E71,1097,New,12/1/2021,"$2,102.00","$1,934.17","$1,934.17", $1.76 , $(0.00), $1.76 , $(0.00),
1310,B2BC0E71,1087,Renewal,12/31/2021,"$2,167.00","$1,925.00","$2,425.00", $1.77 , $500.00 , $2.23 , $0.46 ,
2426,B2EC0E71,1132,New,1/12/2022,"$2,152.00","$1,980.00","$1,980.00", $1.75 , $-   , $1.75 , $-   ,
2314,B2CC0E71,1097,New,1/15/2022,"$2,152.00","$1,969.33","$1,969.33", $1.80 , $0.00 , $1.80 , $0.00 ,
1313,B2FC0E71,1137,New,2/18/2022,"$2,197.00","$2,055.00","$1,837.50", $1.81 , $(217.50), $1.62 , $(0.19),
2107,A1AC0E71,732,New,2/20/2022,"$1,842.00","$1,775.00","$1,775.00", $2.42 , $-   , $2.42 , $-   ,
2501,B2AC0E71,1041,New,2/21/2022,"$2,091.00","$1,629.00","$1,629.00", $1.56 , $-   , $1.56 , $-   ,
1314,B2HC0E71,1201,New,3/8/2022,"$2,467.00","$2,020.83","$2,020.83", $1.68 , $0.00 , $1.68 , $0.00 ,
2523,A1FC0E71,870,New,3/10/2022,"$1,894.00","$1,130.00","$1,674.75", $1.30 , $544.75 , $1.93 , $0.63 ,
1011,A1BC0E71,746,New,3/23/2022,"$1,780.00","$1,372.35","$1,372.35", $1.84 , $-   , $1.84 , $-   ,
1003,A1BC0E71,746,New,4/7/2022,"$1,780.00","$1,333.94","$1,333.94", $1.79 , $-   , $1.79 , $-   ,
2111,A1EC0E71,858,New,5/2/2022,"$1,947.00","$1,830.00","$1,880.00", $2.13 , $50.00 , $2.19 , $0.06 ,
2512,A1BC0E71,746,New,5/13/2022,"$1,760.00","$1,539.08","$1,539.08", $2.06 , $0.00 , $2.06 , $0.00 ,
2405,A1BC0E71,746,New,5/19/2022,"$1,780.00","$1,649.00","$1,649.00", $2.21 , $-   , $2.21 , $-   ,
2202,B2AC0E71,1041,New,5/27/2022,"$2,091.00","$1,878.25","$1,878.25", $1.80 , $-   , $1.80 , $-   ,
1418,B2JC0E71,1479,New,6/1/2022,"$2,612.00","$2,285.00","$2,355.83", $1.54 , $70.83 , $1.59 , $0.05 ,
2312,A1BC0E71,746,New,6/3/2022,"$1,730.00","$1,522.15","$1,522.15", $2.04 , $0.00 , $2.04 , $0.00 ,
2403,A1BC0E71,746,New,6/3/2022,"$1,780.00","$1,374.17","$1,374.17", $1.84 , $(0.00), $1.84 , $(0.00),
2303,A1BC0E71,746,New,6/3/2022,"$1,730.00","$1,511.42","$1,511.42", $2.03 , $(0.00), $2.03 , $(0.00),
1206,A1FC0E71,870,New,6/4/2022,"$1,894.00","$1,600.00","$1,852.00", $1.84 , $252.00 , $2.13 , $0.29 ,
1404,B2HC0E71,1201,Renewal,6/6/2022,"$2,352.00","$2,190.00","$2,256.00", $1.82 , $66.00 , $1.88 , $0.05 ,
1110,B2BC0E71,1087,New,6/9/2022,"$2,117.00","$2,236.15","$1,947.92", $2.06 , $(288.23), $1.79 , $(0.27),
1209,A1BC0E71,746,New,6/10/2022,"$1,780.00","$1,400.00","$1,649.00", $1.88 , $249.00 , $2.21 , $0.33 ,
2412,A1BC0E71,746,New,6/14/2022,"$1,810.00","$1,679.00","$1,679.00", $2.25 , $-   , $2.25 , $-   ,
2408,B2BC0E71,1087,New,6/16/2022,"$2,197.00","$2,040.00","$1,952.50", $1.88 , $(87.50), $1.80 , $(0.08),
1222,A1BC0E71,746,New,6/17/2022,"$1,800.00","$1,670.00","$1,669.00", $2.24 , $(1.00), $2.24 , $(0.00),
1317,A1GC0E71,1137,Renewal,6/18/2022,"$2,007.00",$837.50,"$1,515.50", $0.74 , $678.00 , $1.33 , $0.60 ,
1512,B2HC0E71,1201,New,6/18/2022,"$2,467.00","$1,423.93","$2,425.00", $1.19 ," $1,001.07 ", $2.02 , $0.83 ,
1301,B2AC0E71,1041,New,6/27/2022,"$2,091.00","$2,299.23","$2,299.23", $2.21 , $0.00 , $2.21 , $0.00 ,
2209,A1BC0E71,746,New,6/29/2022,"$1,780.00","$1,564.62","$1,564.62", $2.10 , $(0.00), $2.10 , $(0.00),
1318,B2JC0E71,1479,New,6/30/2022,"$2,612.00","$2,285.00","$2,178.46", $1.54 , $(106.54), $1.47 , $(0.07),
2220,A1BC0E71,746,New,7/1/2022,"$1,780.00","$1,522.15","$1,522.15", $2.04 , $0.00 , $2.04 , $0.00 ,
2305,A1BC0E71,746,New,7/1/2022,"$1,780.00","$1,472.59","$1,472.60", $1.97 , $0.01 , $1.97 , $0.00 ,
2422,A1BC0E71,746,New,7/5/2022,"$1,780.00","$1,649.00","$1,649.00", $2.21 , $-   , $2.21 , $-   ,
1312,B2HC0E71,1201,New,7/7/2022,"$2,467.00","$2,275.00","$2,016.77", $1.89 , $(258.23), $1.68 , $(0.22),
2416,A1BC0E71,746,New,7/8/2022,"$1,810.00","$1,452.92","$1,452.92", $1.95 , $(0.00), $1.95 , $(0.00),
1104,A1EC0E71,858,New,7/11/2022,"$1,882.00","$1,575.00","$1,555.38", $1.84 , $(19.62), $1.81 , $(0.02),
2518,B2EC0E71,1132,New,7/14/2022,"$2,232.00","$2,165.00","$1,998.46", $1.91 , $(166.54), $1.77 , $(0.15),
2101,B2AC0E71,1041,New,7/14/2022,"$2,091.00","$2,250.00","$2,250.00", $2.16 , $-   , $2.16 , $-   ,
1224,B2IC0E71,1207,New,7/15/2022,"$2,372.00","$2,100.00","$2,230.00", $1.74 , $130.00 , $1.85 , $0.11 ,
2409,A1BC0E71,746,New,7/15/2022,"$1,780.00","$1,448.57","$1,448.57", $1.94 , $0.00 , $1.94 , $0.00 ,
1310,B2BC0E71,1087,New,7/15/2022,"$2,167.00","$2,425.00","$2,125.00", $2.23 , $(300.00), $1.95 , $(0.28),
1320,B2GC0E71,1153,New,7/15/2022,"$2,442.00","$2,040.00","$2,040.00", $1.77 , $-   , $1.77 , $-   ,
1007,A1AC0E71,732,Renewal,7/18/2022,"$1,792.00","$1,460.00","$1,504.00", $1.99 , $44.00 , $2.05 , $0.06 ,
1405,A1BC0E71,746,Renewal,7/18/2022,"$1,780.00","$1,450.00","$1,494.00", $1.94 , $44.00 , $2.00 , $0.06 ,
1407,A1AC0E71,732,Renewal,7/18/2022,"$1,792.00","$1,460.00","$1,504.00", $1.99 , $44.00 , $2.05 , $0.06 ,
1001,B2AC0E71,1041,Renewal,7/18/2022,"$2,091.00","$1,912.00","$1,969.00", $1.84 , $57.00 , $1.89 , $0.05 ,
